"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"MXI1","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
"OTUD7B","0.730","0.769","1.18","1","hsa-miR-3184-5p","","",""
"PLAG1","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
"SOX5","0.730","0.769","1.18","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"XYLT1","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
"ZBTB16","0.730","0.769","1.18","1","hsa-miR-324-5p","","",""
"ZNF24","0.730","0.769","1.18","1","hsa-miR-24-3p","","",""
"ARID2","0.740","0.777","1.21","1","hsa-miR-24-3p","","",""
"PDE3A","0.740","0.777","1.21","1","hsa-miR-24-3p","","",""
"RBFOX2","0.740","0.777","1.21","1","hsa-miR-324-5p","","",""
"RC3H1","0.740","0.777","1.21","1","hsa-miR-24-3p","","",""
"TRIM71","0.740","0.777","1.21","1","hsa-miR-24-3p","","",""
"AKT3","0.750","0.786","1.24","1","hsa-miR-503-5p","","",""
"HECW2","0.750","0.786","1.24","1","hsa-miR-324-5p","","",""
"IL6ST","0.750","0.786","1.24","1","hsa-miR-215-5p","","",""
"MBNL3","0.750","0.786","1.24","1","hsa-miR-24-3p","","",""
"SOX4","0.750","0.786","1.24","1","hsa-miR-191-5p","","",""
"CELF1","0.760","0.793","1.27","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"KAT7","0.760","0.793","1.27","1","hsa-miR-3184-5p","","",""
"MBD5","0.760","0.793","1.27","1","hsa-miR-24-3p","","",""
"SESTD1","0.760","0.793","1.27","1","hsa-miR-503-5p","","",""
"TRIM44","0.760","0.793","1.27","1","hsa-miR-215-5p","","",""
"CHD7","0.769","0.799","1.30","1","hsa-miR-215-5p","","",""
"FAM168A","0.769","0.799","1.30","1","hsa-miR-3184-5p","","",""
"FBXO28","0.769","0.799","1.30","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"IPO7","0.769","0.799","1.30","1","hsa-miR-503-5p","","",""
"KCNJ6","0.769","0.799","1.30","1","hsa-miR-215-5p","","",""
"LDLRAD4","0.769","0.799","1.30","1","hsa-miR-324-5p","","",""
"PPTC7","0.769","0.799","1.30","1","hsa-miR-324-5p","","",""
"PROX1","0.769","0.799","1.30","1","hsa-miR-24-3p","","",""
"RFX3","0.769","0.799","1.30","1","hsa-miR-191-5p","","",""
"TENM1","0.769","0.799","1.30","1","hsa-miR-24-3p","","",""
"ANKRD52","0.771","0.799","1.23","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"BMPR2","0.778","0.802","1.34","1","hsa-miR-3184-5p","","",""
"CBL","0.778","0.802","1.34","1","hsa-miR-215-5p","","",""
"CDK6","0.778","0.802","1.34","1","hsa-miR-191-5p","","",""
"CNNM2","0.778","0.802","1.34","1","hsa-miR-503-5p","","",""
"DCUN1D3","0.778","0.802","1.34","1","hsa-miR-3184-5p","","",""
"FAM63B","0.778","0.802","1.34","1","hsa-miR-503-5p","","",""
"GRIN2B","0.778","0.802","1.34","1","hsa-miR-215-5p","","",""
"KMT2D","0.778","0.802","1.34","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NAA50","0.778","0.802","1.34","1","hsa-miR-215-5p","","",""
"SNTB2","0.778","0.802","1.34","1","hsa-miR-503-5p","","",""
"USP47","0.778","0.802","1.34","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZEB2","0.778","0.802","1.34","1","hsa-miR-215-5p","","",""
"CCND2","0.787","0.807","1.37","1","hsa-miR-503-5p","","",""
"DCUN1D1","0.787","0.807","1.37","1","hsa-miR-24-3p","","",""
"KDM5A","0.787","0.807","1.37","1","hsa-miR-24-3p","","",""
"KLF3","0.787","0.807","1.37","1","hsa-miR-324-5p","","",""
"PURA","0.787","0.807","1.37","1","hsa-miR-24-3p","","",""
"RASAL2","0.787","0.807","1.37","1","hsa-miR-3184-5p","","",""
"SATB1","0.787","0.807","1.37","1","hsa-miR-191-5p","","",""
"ZFHX3","0.787","0.807","1.37","1","hsa-miR-215-5p","","",""
"ZNF148","0.787","0.807","1.37","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CREBZF","0.795","0.814","1.40","1","hsa-miR-3184-5p","","",""
"TANC2","0.795","0.814","1.40","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"HIPK3","0.803","0.821","1.43","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PPAP2B","0.803","0.821","1.43","1","hsa-miR-324-5p","","",""
"SPRY3","0.803","0.821","1.43","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"DDI2","0.811","0.828","1.46","1","hsa-miR-24-3p","","",""
"DNMT3A","0.811","0.828","1.46","1","hsa-miR-215-5p","","",""
"CCNT2","0.819","0.834","1.50","1","hsa-miR-215-5p","","",""
"KCNB1","0.819","0.834","1.50","1","hsa-miR-24-3p","","",""
"MAPK1","0.819","0.834","1.50","1","hsa-miR-215-5p","","",""
"OTUD4","0.819","0.834","1.50","1","hsa-miR-503-5p","","",""
"TNPO1","0.819","0.834","1.50","1","hsa-miR-503-5p","","",""
"CPEB4","0.826","0.840","1.53","1","hsa-miR-215-5p","","",""
"MTDH","0.826","0.840","1.53","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SH3PXD2A","0.826","0.840","1.53","1","hsa-miR-24-3p","","",""
"DGKH","0.833","0.846","1.56","1","hsa-miR-324-5p","","",""
"SOCS5","0.833","0.846","1.56","1","hsa-miR-503-5p","","",""
"DYRK2","0.847","0.858","1.62","1","hsa-miR-24-3p","","",""
"SPRED1","0.847","0.858","1.62","1","hsa-miR-503-5p","","",""
"STOX2","0.847","0.858","1.62","1","hsa-miR-503-5p","","",""
"ERBB4","0.853","0.863","1.65","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NOVA1","0.853","0.863","1.65","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"UBE2W","0.853","0.863","1.65","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"AP5M1","0.859","0.868","1.69","1","hsa-miR-215-5p","","",""
"GTDC1","0.859","0.868","1.69","1","hsa-miR-24-3p","","",""
"SRSF10","0.865","0.874","1.72","1","hsa-miR-503-5p","","",""
"ROCK1","0.871","0.879","1.75","1","hsa-miR-324-5p","","",""
"TNIK","0.871","0.879","1.75","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PDE7A","0.882","0.889","1.81","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"HIPK2","0.887","0.893","1.85","1","hsa-miR-503-5p","","",""
"TNRC6B","0.887","0.893","1.85","1","hsa-miR-3184-5p","","",""
"ABI2","0.892","0.897","1.88","1","hsa-miR-24-3p","","",""
"TET3","0.892","0.897","1.88","1","hsa-miR-324-5p","","",""
"BNC2","0.896","0.901","1.91","1","hsa-miR-191-5p","","",""
"RYBP","0.901","0.905","1.94","1","hsa-miR-324-5p","","",""
"ZNF652","0.901","0.905","1.94","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"QKI","0.905","0.909","1.97","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NFIA","0.909","0.912","2.00","1","hsa-miR-191-5p","","",""
"PURB","0.909","0.912","2.00","1","hsa-miR-24-3p","","",""
"ZBTB20","0.925","0.927","1.67","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"LCOR","0.928","0.930","2.16","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"AGO1","0.949","0.949","2.39","1","hsa-miR-24-3p","","",""
"NFIB","0.949","0.949","2.39","1","hsa-miR-24-3p","","",""
"NUFIP2","0.949","0.949","2.39","1","hsa-miR-503-5p","","",""
