"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"CARM1","0.387","0.501","0.482","1","hsa-miR-451b","","","",""
"HEXA","0.387","0.501","0.482","1","hsa-miR-24-3p","","","",""
"HSPA6","0.387","0.501","0.482","1","hsa-miR-6511a-3p","","","",""
"LCOR","0.387","0.501","0.664","2","hsa-miR-2110","hsa-miR-3909","","",""
"MOCS3","0.387","0.501","0.482","1","hsa-miR-24-3p","","","",""
"PCSK9","0.387","0.501","0.482","1","hsa-miR-215-5p","","","",""
"PRNP","0.387","0.501","0.482","1","hsa-miR-215-5p","","","",""
"RHOF","0.387","0.501","0.482","1","hsa-miR-24-3p","","","",""
"RNF165","0.387","0.501","0.482","1","hsa-miR-3184-5p","","","",""
"SOAT1","0.387","0.501","0.482","1","hsa-miR-215-5p","","","",""
"SSTR2","0.387","0.501","0.482","1","hsa-miR-215-5p","","","",""
"SYNM","0.387","0.501","0.482","1","hsa-miR-215-5p","","","",""
"TMTC3","0.387","0.501","0.482","1","hsa-miR-215-5p","","","",""
"ZBTB25","0.387","0.501","0.482","1","hsa-miR-6741-3p","","","",""
"ANAPC16","0.393","0.504","0.491","1","hsa-miR-24-3p","","","",""
"BCL2L13","0.393","0.504","0.491","1","hsa-miR-215-5p","","","",""
"C1D","0.393","0.504","0.491","1","hsa-miR-215-5p","","","",""
"CHIC1","0.393","0.504","0.491","1","hsa-miR-324-5p","","","",""
"DARS","0.393","0.504","0.491","1","hsa-miR-24-3p","","","",""
"DDX52","0.393","0.504","0.491","1","hsa-miR-451b","","","",""
"ETS1","0.393","0.504","0.491","1","hsa-miR-324-5p","","","",""
"HNRNPA2B1","0.393","0.504","0.491","1","hsa-miR-191-5p","","","",""
"HOXB5","0.393","0.504","0.491","1","hsa-miR-3074-5p","","","",""
"PRPF38A","0.393","0.504","0.491","1","hsa-miR-215-5p","","","",""
"RAB3B","0.393","0.504","0.491","1","hsa-miR-215-5p","","","",""
"SCUBE3","0.393","0.504","0.491","1","hsa-miR-24-3p","","","",""
"SEC61A1","0.393","0.504","0.491","1","hsa-miR-503-5p","","","",""
"SHISA2","0.393","0.504","0.491","1","hsa-miR-24-3p","","","",""
"SLX4","0.393","0.504","0.491","1","hsa-miR-3074-5p","","","",""
"TRIM35","0.393","0.504","0.491","1","hsa-miR-503-5p","","","",""
"ZNF620","0.393","0.504","0.491","1","hsa-miR-503-5p","","","",""
"AASDHPPT","0.398","0.507","0.499","1","hsa-miR-215-5p","","","",""
"C1orf210","0.398","0.507","0.499","1","hsa-miR-26b-3p","","","",""
"CACUL1","0.398","0.507","0.499","1","hsa-miR-503-5p","","","",""
"DCAF16","0.398","0.507","0.499","1","hsa-miR-2110","","","",""
"E2F1","0.398","0.507","0.499","1","hsa-miR-24-3p","","","",""
"FUS","0.398","0.507","0.499","1","hsa-miR-451b","","","",""
"GGA2","0.398","0.507","0.499","1","hsa-miR-24-3p","","","",""
"NKRF","0.398","0.507","0.499","1","hsa-miR-215-5p","","","",""
"PDRG1","0.398","0.507","0.499","1","hsa-miR-324-5p","","","",""
"PIP4K2C","0.398","0.507","0.499","1","hsa-miR-451b","","","",""
"PMEPA1","0.398","0.507","0.499","1","hsa-miR-3909","","","",""
"PPP1CB","0.398","0.507","0.499","1","hsa-miR-215-5p","","","",""
"SLC35E2B","0.398","0.507","0.499","1","hsa-miR-24-3p","","","",""
"TMEM251","0.398","0.507","0.499","1","hsa-miR-6741-3p","","","",""
"TPCN2","0.398","0.507","0.499","1","hsa-miR-6741-3p","","","",""
"USP1","0.398","0.507","0.499","1","hsa-miR-215-5p","","","",""
"WDR12","0.398","0.507","0.499","1","hsa-miR-451b","","","",""
"ZNF740","0.398","0.507","0.499","1","hsa-miR-2110","","","",""
"G3BP1","0.400","0.510","0.681","2","hsa-miR-6750-3p","hsa-miR-1180-3p","","",""
"B4GALT7","0.403","0.510","0.508","1","hsa-miR-361-3p","","","",""
"BNC2","0.403","0.510","0.508","1","hsa-miR-3074-5p","","","",""
"CD164","0.403","0.510","0.508","1","hsa-miR-215-5p","","","",""
"CDKL2","0.403","0.510","0.508","1","hsa-miR-6750-3p","","","",""
"CHRDL1","0.403","0.510","0.508","1","hsa-miR-4677-3p","","","",""
"GABPB1","0.403","0.510","0.686","2","hsa-miR-215-5p","hsa-miR-6511a-3p","","",""
"HM13","0.403","0.510","0.508","1","hsa-miR-24-3p","","","",""
"LRRC47","0.403","0.510","0.508","1","hsa-miR-324-5p","","","",""
"MTMR9","0.403","0.510","0.508","1","hsa-miR-215-5p","","","",""
"NCAPG2","0.403","0.510","0.508","1","hsa-miR-425-3p","","","",""
"PRKAA1","0.403","0.510","0.508","1","hsa-miR-451b","","","",""
"REEP4","0.403","0.510","0.508","1","hsa-miR-324-5p","","","",""
"RPRD2","0.403","0.510","0.686","2","hsa-miR-24-3p","hsa-miR-2110","","",""
"SEMA3E","0.403","0.510","0.508","1","hsa-miR-6741-3p","","","",""
"TFAM","0.403","0.510","0.508","1","hsa-miR-4677-3p","","","",""
"TIMELESS","0.403","0.510","0.508","1","hsa-miR-324-5p","","","",""
"ZNF277","0.403","0.510","0.508","1","hsa-miR-4677-3p","","","",""
"C11orf84","0.408","0.513","0.516","1","hsa-miR-24-3p","","","",""
"CAPNS1","0.408","0.513","0.516","1","hsa-miR-425-3p","","","",""
"CGNL1","0.408","0.513","0.516","1","hsa-miR-215-5p","","","",""
"CHCHD5","0.408","0.513","0.516","1","hsa-miR-215-5p","","","",""
"CNNM2","0.408","0.513","0.516","1","hsa-miR-503-5p","","","",""
"DCP2","0.408","0.513","0.516","1","hsa-miR-24-3p","","","",""
"DNAJB13","0.408","0.513","0.516","1","hsa-miR-24-3p","","","",""
"GTF3C4","0.408","0.513","0.516","1","hsa-let-7d-3p","","","",""
"HINT1","0.408","0.513","0.516","1","hsa-miR-24-3p","","","",""
"JMY","0.408","0.513","0.516","1","hsa-miR-6511a-3p","","","",""
"MTMR3","0.408","0.513","0.516","1","hsa-miR-503-5p","","","",""
"PDGFRA","0.408","0.513","0.516","1","hsa-miR-146b-5p","","","",""
"RAB8B","0.408","0.513","0.516","1","hsa-miR-215-5p","","","",""
"RPS24","0.408","0.513","0.516","1","hsa-miR-451b","","","",""
"SF3B3","0.406","0.513","0.690","2","hsa-miR-503-5p","hsa-miR-3184-5p","","",""
"SSR3","0.408","0.513","0.516","1","hsa-miR-24-3p","","","",""
"TMEM138","0.408","0.513","0.516","1","hsa-miR-361-3p","","","",""
"UGDH","0.408","0.513","0.516","1","hsa-miR-24-3p","","","",""
"CASTOR2","0.409","0.514","0.694","2","hsa-miR-191-5p","hsa-miR-1180-3p","","",""
"AK2","0.413","0.517","0.525","1","hsa-miR-3184-5p","","","",""
"CEP135","0.413","0.517","0.525","1","hsa-miR-361-3p","","","",""
"EHD2","0.413","0.517","0.525","1","hsa-miR-24-3p","","","",""
"FGF19","0.413","0.517","0.525","1","hsa-miR-3074-5p","","","",""
"FNBP1","0.413","0.517","0.525","1","hsa-miR-4677-3p","","","",""
"LGALS3BP","0.413","0.517","0.525","1","hsa-miR-26b-3p","","","",""
"METTL21A","0.413","0.517","0.525","1","hsa-miR-1180-3p","","","",""
"PCLAF","0.413","0.517","0.525","1","hsa-miR-24-3p","","","",""
"PTGES2","0.413","0.517","0.525","1","hsa-miR-146a-5p","","","",""
"RNF24","0.413","0.517","0.525","1","hsa-miR-24-3p","","","",""
"SALL1","0.413","0.517","0.525","1","hsa-miR-503-5p","","","",""
"SRRD","0.413","0.517","0.525","1","hsa-miR-24-3p","","","",""
"TFAP2A","0.413","0.517","0.525","1","hsa-miR-503-5p","","","",""
"TOMM40","0.413","0.517","0.525","1","hsa-miR-24-3p","","","",""
"ZNF439","0.413","0.517","0.525","1","hsa-miR-6741-3p","","","",""
"CCL16","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"CPEB4","0.418","0.519","0.533","1","hsa-miR-3173-5p","","","",""
"DEK","0.418","0.519","0.533","1","hsa-miR-215-5p","","","",""
"HPSE","0.418","0.519","0.533","1","hsa-miR-6741-3p","","","",""
"INMT","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"LDLR","0.418","0.519","0.707","2","hsa-miR-26b-3p","hsa-miR-6741-3p","","",""
"MTSS1L","0.418","0.519","0.533","1","hsa-miR-191-5p","","","",""
"NQO2","0.418","0.519","0.533","1","hsa-miR-6741-3p","","","",""
"POLR3D","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"RILPL1","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"RNF41","0.418","0.519","0.533","1","hsa-miR-503-5p","","","",""
"SERINC1","0.418","0.519","0.533","1","hsa-miR-2110","","","",""
"SLCO3A1","0.418","0.519","0.533","1","hsa-miR-215-5p","","","",""
"TBPL1","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"TRAF3IP1","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"TRIM67","0.418","0.519","0.533","1","hsa-miR-3173-5p","","","",""
"UTP4","0.418","0.519","0.533","1","hsa-miR-451b","","","",""
"VHL","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"WDR45B","0.418","0.519","0.533","1","hsa-miR-3184-5p","","","",""
"ZNF581","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"ZXDA","0.418","0.519","0.533","1","hsa-miR-24-3p","","","",""
"ABL1","0.424","0.521","0.542","1","hsa-miR-3184-5p","","","",""
"ARF6","0.424","0.521","0.542","1","hsa-miR-3074-5p","","","",""
"BICDL1","0.424","0.521","0.542","1","hsa-miR-3184-5p","","","",""
"CBX4","0.424","0.521","0.542","1","hsa-miR-503-5p","","","",""
"CCBE1","0.424","0.521","0.542","1","hsa-miR-3909","","","",""
"CD3D","0.424","0.521","0.542","1","hsa-miR-24-3p","","","",""
"CUL3","0.424","0.521","0.542","1","hsa-miR-503-5p","","","",""
"EEF2K","0.424","0.521","0.542","1","hsa-miR-6741-3p","","","",""
"FAM9C","0.424","0.521","0.542","1","hsa-miR-6750-3p","","","",""
"GPR26","0.424","0.521","0.542","1","hsa-miR-2110","","","",""
"HDLBP","0.424","0.521","0.542","1","hsa-miR-425-3p","","","",""
"HOXA9","0.424","0.521","0.542","1","hsa-miR-324-5p","","","",""
"MED18","0.424","0.521","0.542","1","hsa-miR-6511a-3p","","","",""
"NCOR2","0.424","0.521","0.542","1","hsa-miR-2110","","","",""
"NUDT7","0.424","0.521","0.542","1","hsa-miR-24-3p","","","",""
"ORC6","0.424","0.521","0.542","1","hsa-miR-6741-3p","","","",""
"PCDHA6","0.424","0.521","0.542","1","hsa-miR-6741-3p","","","",""
"PGK1","0.424","0.521","0.542","1","hsa-miR-324-5p","","","",""
"SOWAHC","0.424","0.521","0.542","1","hsa-miR-215-5p","","","",""
"TBCCD1","0.424","0.521","0.542","1","hsa-miR-24-3p","","","",""
"TMEM30A","0.424","0.521","0.542","1","hsa-miR-215-5p","","","",""
"VPS8","0.424","0.521","0.542","1","hsa-miR-24-3p","","","",""
"XPNPEP3","0.424","0.521","0.542","1","hsa-miR-24-3p","","","",""
"ADAM17","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"CRLF3","0.429","0.524","0.550","1","hsa-miR-215-5p","","","",""
"CYP51A1","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"GNAS","0.429","0.524","0.550","1","hsa-miR-425-3p","","","",""
"HASPIN","0.429","0.524","0.550","1","hsa-miR-215-5p","","","",""
"LIX1L","0.429","0.524","0.550","1","hsa-miR-503-5p","","","",""
"LSM14A","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"NKD1","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"PAPD7","0.429","0.524","0.550","1","hsa-miR-215-5p","","","",""
"POLM","0.429","0.524","0.550","1","hsa-miR-324-5p","","","",""
"RBM20","0.429","0.524","0.550","1","hsa-miR-3074-5p","","","",""
"RFK","0.429","0.524","0.550","1","hsa-miR-503-5p","","","",""
"SESN1","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"XRCC2","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"ZSCAN29","0.429","0.524","0.550","1","hsa-miR-24-3p","","","",""
"ARHGEF39","0.433","0.526","0.559","1","hsa-miR-6741-3p","","","",""
"BVES","0.433","0.526","0.559","1","hsa-miR-24-3p","","","",""
"C3orf36","0.433","0.526","0.559","1","hsa-miR-3184-5p","","","",""
"CCDC117","0.433","0.526","0.559","1","hsa-miR-24-3p","","","",""
"CHD4","0.433","0.526","0.559","1","hsa-miR-361-3p","","","",""
"ESYT2","0.433","0.526","0.559","1","hsa-miR-24-3p","","","",""
"GTF3C1","0.433","0.526","0.559","1","hsa-miR-324-5p","","","",""
"GTPBP10","0.433","0.526","0.559","1","hsa-miR-3909","","","",""
"PIGR","0.433","0.526","0.559","1","hsa-miR-24-3p","","","",""
"PLCG2","0.433","0.526","0.559","1","hsa-miR-425-3p","","","",""
"PROSER2","0.433","0.526","0.559","1","hsa-miR-6741-3p","","","",""
"RECK","0.433","0.526","0.559","1","hsa-miR-503-5p","","","",""
"SEC16A","0.433","0.526","0.559","1","hsa-miR-503-5p","","","",""
"SNAP47","0.433","0.526","0.559","1","hsa-miR-6511a-3p","","","",""
"TNPO3","0.433","0.526","0.559","1","hsa-miR-24-3p","","","",""
"TPI1","0.433","0.526","0.559","1","hsa-miR-26b-3p","","","",""
"ZNF324B","0.433","0.526","0.559","1","hsa-miR-6511a-3p","","","",""
"APOBEC3F","0.438","0.530","0.567","1","hsa-miR-24-3p","","","",""
"ATG2A","0.438","0.530","0.567","1","hsa-miR-215-5p","","","",""
"BCL2L2-PABPN1","0.438","0.530","0.567","1","hsa-miR-1180-3p","","","",""
"CLIP4","0.438","0.530","0.567","1","hsa-miR-215-5p","","","",""
"CRTAP","0.438","0.530","0.567","1","hsa-miR-24-3p","","","",""
"ITM2C","0.438","0.530","0.567","1","hsa-miR-324-5p","","","",""
"PAPOLG","0.438","0.530","0.567","1","hsa-miR-503-5p","","","",""
"PEA15","0.438","0.530","0.567","1","hsa-miR-3184-5p","","","",""
"PIK3R1","0.438","0.530","0.567","1","hsa-miR-503-5p","","","",""
"PLPP3","0.438","0.530","0.567","1","hsa-miR-451b","","","",""
"RUNX1","0.438","0.530","0.567","1","hsa-miR-215-5p","","","",""
"SIKE1","0.438","0.530","0.567","1","hsa-miR-146a-5p","","","",""
"TFRC","0.438","0.530","0.567","1","hsa-miR-3074-5p","","","",""
"TRAPPC10","0.438","0.530","0.567","1","hsa-miR-503-5p","","","",""
"FAM241A","0.439","0.530","0.736","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"B3GALNT2","0.443","0.532","0.576","1","hsa-miR-451b","","","",""
"CALCOCO2","0.443","0.532","0.576","1","hsa-miR-6511a-3p","","","",""
"DEGS1","0.443","0.532","0.576","1","hsa-miR-215-5p","","","",""
"DLG5","0.443","0.532","0.576","1","hsa-miR-215-5p","","","",""
"FADS1","0.443","0.532","0.576","1","hsa-miR-215-5p","","","",""
"FOXO1","0.443","0.532","0.576","1","hsa-miR-324-5p","","","",""
"MARK2","0.443","0.532","0.576","1","hsa-miR-2110","","","",""
"NNT","0.443","0.532","0.576","1","hsa-miR-503-5p","","","",""
"PAG1","0.443","0.532","0.576","1","hsa-miR-3074-5p","","","",""
"PNRC2","0.443","0.532","0.576","1","hsa-miR-503-5p","","","",""
"SHOC2","0.442","0.532","0.741","2","hsa-miR-2110","hsa-miR-24-3p","","",""
"SLC39A9","0.443","0.532","0.576","1","hsa-miR-215-5p","","","",""
"SMTNL2","0.443","0.532","0.576","1","hsa-miR-24-3p","","","",""
"TOR1B","0.443","0.532","0.576","1","hsa-miR-215-5p","","","",""
"UBE2Q1","0.443","0.532","0.576","1","hsa-miR-26b-3p","","","",""
"ABCF3","0.448","0.536","0.584","1","hsa-miR-6511a-3p","","","",""
"ACVR1B","0.448","0.536","0.584","1","hsa-miR-24-3p","","","",""
"ARGFX","0.448","0.536","0.584","1","hsa-miR-361-3p","","","",""
"MTDH","0.448","0.536","0.584","1","hsa-miR-215-5p","","","",""
"NEK9","0.448","0.536","0.584","1","hsa-miR-215-5p","","","",""
"PNPLA6","0.448","0.536","0.584","1","hsa-miR-503-5p","","","",""
"POC1A","0.448","0.536","0.584","1","hsa-miR-6741-3p","","","",""
"PODXL","0.448","0.536","0.584","1","hsa-miR-215-5p","","","",""
"PRR13","0.448","0.536","0.584","1","hsa-miR-24-3p","","","",""
"TOR1AIP1","0.448","0.536","0.584","1","hsa-miR-215-5p","","","",""
"TTC9C","0.448","0.536","0.584","1","hsa-miR-24-3p","","","",""
"ZNF124","0.448","0.536","0.584","1","hsa-miR-24-3p","","","",""
"FURIN","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"GTF3C6","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"IGF2R","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"LIPA","0.453","0.538","0.593","1","hsa-miR-215-5p","","","",""
"LLGL1","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"LONRF2","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"NDUFB5","0.453","0.538","0.593","1","hsa-miR-451b","","","",""
"PLEKHM3","0.453","0.538","0.593","1","hsa-miR-6741-3p","","","",""
"RPL7L1","0.451","0.538","0.753","2","hsa-miR-24-3p","hsa-miR-3184-5p","","",""
"RSRC1","0.453","0.538","0.593","1","hsa-miR-215-5p","","","",""
"SLC43A2","0.453","0.538","0.593","1","hsa-miR-6741-3p","","","",""
"TM4SF1","0.453","0.538","0.593","1","hsa-miR-361-3p","","","",""
"TNFAIP3","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"TNFSF15","0.453","0.538","0.593","1","hsa-miR-24-3p","","","",""
"TNRC6C","0.453","0.538","0.593","1","hsa-miR-3074-5p","","","",""
"ZBTB10","0.453","0.538","0.593","1","hsa-miR-215-5p","","","",""
"ZNF138","0.453","0.538","0.593","1","hsa-miR-3074-5p","","","",""
"ARL4C","0.458","0.541","0.601","1","hsa-miR-215-5p","","","",""
"ATP9A","0.458","0.541","0.601","1","hsa-miR-6741-3p","","","",""
"DUSP2","0.458","0.541","0.601","1","hsa-miR-361-3p","","","",""
"EMC1","0.458","0.541","0.601","1","hsa-miR-215-5p","","","",""
"H3F3C","0.458","0.541","0.601","1","hsa-miR-361-3p","","","",""
"HACD4","0.458","0.541","0.601","1","hsa-miR-24-3p","","","",""
"KIAA0408","0.458","0.541","0.601","1","hsa-miR-324-5p","","","",""
"MED17","0.458","0.541","0.601","1","hsa-miR-24-3p","","","",""
"MYO5A","0.458","0.541","0.601","1","hsa-miR-503-5p","","","",""
"PLCE1","0.458","0.541","0.601","1","hsa-miR-215-5p","","","",""
"SCD","0.457","0.541","0.762","2","hsa-miR-215-5p","hsa-miR-324-5p","","",""
"SHISA6","0.458","0.541","0.601","1","hsa-miR-6741-3p","","","",""
"TRIM37","0.458","0.541","0.601","1","hsa-miR-451b","","","",""
"ULK2","0.458","0.541","0.601","1","hsa-miR-24-3p","","","",""
"ANKRD33B","0.462","0.544","0.609","1","hsa-miR-3173-5p","","","",""
"ATL3","0.462","0.544","0.609","1","hsa-miR-24-3p","","","",""
"ATP1B4","0.462","0.544","0.609","1","hsa-miR-24-3p","","","",""
"ESR1","0.462","0.544","0.609","1","hsa-miR-26b-3p","","","",""
"FBXL20","0.462","0.544","0.609","1","hsa-miR-26b-3p","","","",""
"HIST1H2AH","0.462","0.544","0.609","1","hsa-miR-6741-3p","","","",""
"KLHDC8A","0.462","0.544","0.609","1","hsa-miR-451b","","","",""
"NECAB3","0.462","0.544","0.609","1","hsa-miR-24-3p","","","",""
"NRIP3","0.462","0.544","0.609","1","hsa-miR-6511a-3p","","","",""
"OR7D2","0.462","0.544","0.609","1","hsa-miR-24-3p","","","",""
"PLEKHA2","0.462","0.544","0.609","1","hsa-miR-24-3p","","","",""
"STX7","0.462","0.544","0.609","1","hsa-miR-215-5p","","","",""
"ZNF8","0.462","0.544","0.609","1","hsa-miR-24-3p","","","",""
"ACTG1","0.467","0.547","0.618","1","hsa-miR-1180-3p","","","",""
"AURKA","0.467","0.547","0.618","1","hsa-miR-24-3p","","","",""
"BCL7A","0.467","0.547","0.618","1","hsa-miR-24-3p","","","",""
"CLDN4","0.467","0.547","0.618","1","hsa-miR-2110","","","",""
"CLSPN","0.467","0.547","0.618","1","hsa-miR-215-5p","","","",""
"HIST1H2BJ","0.467","0.547","0.618","1","hsa-miR-24-3p","","","",""
"HOOK3","0.466","0.547","0.775","2","hsa-miR-24-3p","hsa-let-7d-3p","","",""
"HYPK","0.467","0.547","0.618","1","hsa-miR-361-3p","","","",""
"IPO9","0.467","0.547","0.618","1","hsa-miR-4677-3p","","","",""
"MAPK1","0.466","0.547","0.775","2","hsa-miR-2110","hsa-miR-6741-3p","","",""
"NR6A1","0.467","0.547","0.618","1","hsa-miR-503-5p","","","",""
"PFN1","0.467","0.547","0.618","1","hsa-miR-361-3p","","","",""
"SBK1","0.467","0.547","0.618","1","hsa-miR-3184-5p","","","",""
"SEPHS1","0.467","0.547","0.618","1","hsa-miR-24-3p","","","",""
"WNK3","0.467","0.547","0.618","1","hsa-miR-503-5p","","","",""
"ALDH9A1","0.472","0.548","0.626","1","hsa-miR-215-5p","","","",""
"ANKS4B","0.472","0.548","0.626","1","hsa-miR-6750-3p","","","",""
"CDKAL1","0.472","0.548","0.626","1","hsa-miR-24-3p","","","",""
"CFL2","0.472","0.548","0.626","1","hsa-miR-215-5p","","","",""
"COX6B1","0.469","0.548","0.779","2","hsa-miR-24-3p","hsa-miR-1180-3p","","",""
"FAM118A","0.472","0.548","0.626","1","hsa-miR-361-3p","","","",""
"FKBP1A","0.472","0.548","0.626","1","hsa-miR-451b","","","",""
"LIMA1","0.472","0.548","0.626","1","hsa-miR-451b","","","",""
"LIPC","0.472","0.548","0.626","1","hsa-miR-3909","","","",""
"LY6G5B","0.472","0.548","0.626","1","hsa-miR-24-3p","","","",""
"MELK","0.472","0.548","0.626","1","hsa-miR-6741-3p","","","",""
"MGAT5","0.472","0.548","0.626","1","hsa-miR-6511a-3p","","","",""
"NUP50","0.472","0.548","0.626","1","hsa-miR-503-5p","","","",""
"PLEKHB2","0.472","0.548","0.626","1","hsa-miR-451b","","","",""
"PRPF4","0.472","0.548","0.626","1","hsa-miR-6741-3p","","","",""
"S100A16","0.472","0.548","0.626","1","hsa-miR-24-3p","","","",""
"SRCIN1","0.472","0.548","0.626","1","hsa-miR-24-3p","","","",""
"STX16","0.472","0.548","0.626","1","hsa-miR-24-3p","","","",""
"WDR13","0.472","0.548","0.626","1","hsa-miR-451b","","","",""
"WT1","0.472","0.548","0.626","1","hsa-miR-215-5p","","","",""
"CD2AP","0.476","0.550","0.635","1","hsa-miR-503-5p","","","",""
"CSTF1","0.476","0.550","0.635","1","hsa-miR-24-3p","","","",""
"DICER1","0.476","0.550","0.635","1","hsa-miR-215-5p","","","",""
"EFCAB11","0.476","0.550","0.635","1","hsa-miR-215-5p","","","",""
"EIF5A2","0.476","0.550","0.635","1","hsa-miR-26b-3p","","","",""
"GRWD1","0.476","0.550","0.635","1","hsa-miR-24-3p","","","",""
"HOXB6","0.476","0.550","0.635","1","hsa-miR-2110","","","",""
"LSAMP","0.476","0.550","0.635","1","hsa-miR-361-3p","","","",""
"METTL2B","0.476","0.550","0.635","1","hsa-miR-6741-3p","","","",""
"MINOS1","0.476","0.550","0.635","1","hsa-miR-24-3p","","","",""
"NARS","0.476","0.550","0.635","1","hsa-miR-24-3p","","","",""
"NWD1","0.476","0.550","0.635","1","hsa-miR-6741-3p","","","",""
"PPFIBP1","0.476","0.550","0.635","1","hsa-miR-451b","","","",""
"RSBN1L","0.476","0.550","0.635","1","hsa-miR-6741-3p","","","",""
"SEC24A","0.476","0.550","0.635","1","hsa-miR-503-5p","","","",""
"TJAP1","0.476","0.550","0.635","1","hsa-miR-191-5p","","","",""
"UBE2V2","0.476","0.550","0.635","1","hsa-miR-215-5p","","","",""
"ZNF516","0.476","0.550","0.635","1","hsa-miR-24-3p","","","",""
"KHSRP","0.477","0.551","0.791","2","hsa-miR-24-3p","hsa-miR-1180-3p","","",""
"AGAP1","0.481","0.552","0.643","1","hsa-miR-324-5p","","","",""
"ASH1L","0.481","0.552","0.643","1","hsa-miR-503-5p","","","",""
"BAMBI","0.481","0.552","0.643","1","hsa-miR-1180-3p","","","",""
"EXOC8","0.481","0.552","0.643","1","hsa-miR-3074-5p","","","",""
"PDPK1","0.481","0.552","0.643","1","hsa-miR-24-3p","","","",""
"PHACTR4","0.481","0.552","0.643","1","hsa-miR-3184-5p","","","",""
"PMPCA","0.481","0.552","0.643","1","hsa-miR-24-3p","","","",""
"RALY","0.481","0.552","0.643","1","hsa-miR-2110","","","",""
"RAP2C","0.481","0.552","0.643","1","hsa-miR-24-3p","","","",""
"TCF7L2","0.481","0.552","0.643","1","hsa-miR-324-5p","","","",""
"TMEM184C","0.481","0.552","0.643","1","hsa-miR-451b","","","",""
"ZDHHC20","0.481","0.552","0.643","1","hsa-miR-24-3p","","","",""
"ZNF106","0.481","0.552","0.643","1","hsa-miR-24-3p","","","",""
"ZNF551","0.481","0.552","0.643","1","hsa-miR-3173-5p","","","",""
"ERCC1","0.485","0.555","0.652","1","hsa-miR-451b","","","",""
"FKBP8","0.485","0.555","0.652","1","hsa-miR-2110","","","",""
"FLCN","0.485","0.555","0.652","1","hsa-miR-24-3p","","","",""
"LMNB1","0.485","0.555","0.652","1","hsa-miR-215-5p","","","",""
"MINOS1-NBL1","0.485","0.555","0.652","1","hsa-miR-2110","","","",""
"NSD1","0.485","0.555","0.652","1","hsa-miR-3184-5p","","","",""
"PSAT1","0.485","0.555","0.652","1","hsa-miR-503-5p","","","",""
"RAB1B","0.485","0.555","0.652","1","hsa-miR-324-5p","","","",""
"SERPINH1","0.485","0.555","0.652","1","hsa-miR-361-3p","","","",""
"SLC6A4","0.485","0.555","0.652","1","hsa-miR-24-3p","","","",""
"TACO1","0.485","0.555","0.652","1","hsa-miR-451b","","","",""
"TOMM20","0.485","0.555","0.652","1","hsa-miR-503-5p","","","",""
"ZNF621","0.485","0.555","0.652","1","hsa-miR-24-3p","","","",""
"ZNF747","0.485","0.555","0.652","1","hsa-miR-324-5p","","","",""
"ALDOA","0.486","0.555","0.804","2","hsa-miR-324-5p","hsa-miR-24-3p","","",""
"B3GALT5","0.490","0.559","0.660","1","hsa-miR-3074-5p","","","",""
"QPCTL","0.490","0.559","0.660","1","hsa-miR-24-3p","","","",""
"SYT7","0.490","0.559","0.660","1","hsa-miR-3074-5p","","","",""
"ULBP3","0.490","0.559","0.660","1","hsa-miR-24-3p","","","",""
"ZBTB7B","0.490","0.559","0.660","1","hsa-miR-3173-5p","","","",""
"CCS","0.494","0.562","0.669","1","hsa-miR-6741-3p","","","",""
"CHAF1B","0.494","0.562","0.669","1","hsa-miR-451b","","","",""
"KLF7","0.494","0.562","0.669","1","hsa-miR-324-5p","","","",""
"PLXNA3","0.494","0.562","0.669","1","hsa-miR-6741-3p","","","",""
"POLR1B","0.494","0.562","0.669","1","hsa-miR-24-3p","","","",""
"SPATA5","0.494","0.562","0.669","1","hsa-miR-24-3p","","","",""
"TRMO","0.494","0.562","0.669","1","hsa-miR-451b","","","",""
"UNC5B","0.494","0.562","0.669","1","hsa-miR-2110","","","",""
"ARF1","0.499","0.565","0.677","1","hsa-miR-324-5p","","","",""
"CRCP","0.497","0.565","0.821","2","hsa-miR-24-3p","hsa-miR-451b","","",""
